Time,max
190821054522,13.0
190821054535,12.3
190821054548,12.1
190821054602,12.4
190821054615,12.5
190821054628,12.3
190821054642,12.8
190821054655,11.8
190821054708,12.2
190821054722,12.0
190821054735,11.6
190821054748,11.7
190821054802,11.2
190821054815,12.2
190821054828,11.6
190821054842,11.1
190821054855,12.3
190821054908,11.9
190821054922,12.1
190821054935,12.0
190821054948,12.1
190821055002,11.7
190821055015,12.5
190821055028,12.1
190821055042,12.3
190821055055,12.4
190821055108,11.7
190821055122,12.4
190821055135,11.9
190821055148,12.1
190821055202,12.4
190821055215,11.2
190821055228,11.9
190821055242,11.4
190821055255,10.9
190821055308,11.5
190821055322,11.5
190821055335,11.2
190821055348,11.3
190821055402,12.7
190821055415,11.1
190821055428,11.6
190821055442,11.2
190821055455,11.4
190821055508,12.4
190821055522,11.1
190821055535,11.1
190821055548,10.7
190821055602,10.9
190821055615,10.5
190821055628,11.4
190821055642,11.7
190821055655,10.8
190821055708,11.6
190821055722,12.1
190821055735,11.1
190821055748,10.8
190821055802,10.7
190821055815,11.2
190821055828,11.2
190821055842,10.5
190821055855,10.7
190821055909,11.3
190821055922,10.7
190821055935,10.9
190821055949,10.2
190821060002,10.2
190821060015,10.8
190821060029,13.7
190821060042,10.7
190821060055,11.5
190821060109,10.0
190821060122,10.2
190821060135,10.8
190821060149,11.4
190821060202,11.5
190821060215,10.9
190821060229,13.1
190821060242,10.6
190821060255,11.5
190821060309,10.2
190821060322,11.0
190821060335,10.7
190821060348,12.0
190821060402,11.7
190821060415,12.1
190821060428,12.1
190821060442,11.7
190821060455,11.0
190821060509,12.2
190821060522,10.9
190821060535,11.1
190821060549,11.0
190821060602,11.2
190821060615,11.0
190821060629,11.0
190821060642,10.6
190821060655,10.6
190821060709,10.4
190821060722,10.0
190821060736,10.9
190821060749,10.3
190821060802,10.6
190821060816,10.4
190821060829,9.7
190821060842,10.1
190821060856,10.3
190821060909,10.1
190821060922,10.3
190821060936,10.3
190821060949,9.8
190821061002,10.6
190821061016,10.7
190821061029,10.5
190821061042,10.9
190821061056,10.3
190821061109,10.4
190821061122,10.2
190821061136,10.6
190821061149,10.4
190821061202,10.2
190821061216,11.1
190821061229,10.3
190821061242,10.1
190821061256,10.6
190821061309,10.6
190821061322,10.6
190821061336,10.6
190821061349,10.2
190821061402,10.5
190821061416,11.4
190821061429,9.6
190821061442,11.4
190821061456,10.9
190821061509,10.4
190821061522,10.6
190821061536,10.7
190821061549,10.6
190821061602,10.3
190821061616,11.2
190821061629,12.2
190821061642,11.5
190821061656,11.3
190821061709,11.7
190821061722,12.5
190821061736,11.6
190821061749,11.8
190821061802,11.9
190821061816,12.6
190821061829,14.3
190821061842,11.7
190821061856,11.5
190821061909,12.3
190821061922,12.6
190821061936,12.0
190821061949,11.5
190821062002,12.2
190821062016,11.8
190821062029,12.1
190821062042,12.7
190821062056,12.7
190821062109,12.1
190821062122,12.7
190821062135,12.4
190821062149,11.8
190821062202,11.1
190821062215,11.4
190821062229,12.2
190821062242,11.7
190821062255,11.7
190821062309,11.3
190821062322,12.7
190821062335,11.9
190821062349,12.2
190821062402,13.1
190821062415,12.1
190821062429,12.4
190821062442,11.3
190821062455,11.7
190821062509,12.6
190821062522,12.2
190821062535,12.5
190821062549,12.5
190821062602,12.3
190821062615,12.4
190821062629,12.9
190821062642,12.1
190821062655,13.0
190821062709,12.8
190821062722,12.0
190821062735,12.1
190821062749,12.4
190821062802,12.0
190821062815,11.6
190821062829,12.2
190821062842,12.1
190821062855,11.8
190821062909,12.8
190821062922,12.2
190821062935,12.4
190821062949,12.0
190821063002,11.2
190821063015,12.2
190821063029,14.1
190821063042,11.7
190821063056,12.3
190821063109,11.7
190821063122,12.2
190821063135,12.1
190821063149,12.1
190821063202,12.1
190821063216,13.1
190821063229,12.3
190821063242,12.1
190821063256,11.9
190821063309,11.1
190821063322,11.1
190821063336,11.6
190821063349,11.7
190821063402,11.7
190821063416,12.3
190821063429,10.9
190821063442,10.6
190821063456,10.5
190821063509,11.6
190821063522,11.1
190821063536,11.6
190821063549,11.6
190821063602,11.0
190821063615,10.6
190821063629,11.2
190821063642,11.0
190821063656,10.5
190821063709,11.4
190821063722,11.4
190821063735,11.7
190821063749,10.8
190821063802,11.7
190821063816,10.7
190821063829,10.7
190821063842,11.4
190821063855,10.7
190821063909,10.9
190821063922,10.5
190821063935,11.7
190821063949,10.8
190821064002,11.3
190821064016,11.0
190821064029,10.8
190821064042,10.4
190821064056,10.8
190821064109,11.5
190821064122,10.7
190821064136,11.3
190821064149,10.9
190821064202,11.2
190821064215,10.5
190821064229,10.5
190821064242,11.1
190821064256,11.4
190821064309,11.0
190821064322,10.6
190821064336,10.9
190821064349,11.6
190821064402,10.9
190821064416,10.5
190821064429,10.0
190821064442,10.3
190821064456,10.7
190821064509,13.4
190821064522,10.7
190821064536,10.7
190821064549,10.4
190821064602,9.8
190821064616,10.6
190821064629,10.6
190821064642,9.3
190821064655,10.4
190821064709,9.6
190821064722,10.2
190821064736,14.9
190821064749,10.7
190821064802,10.5
190821064816,11.1
190821064829,10.2
190821064842,10.4
190821064856,11.2
190821064909,11.2
190821064922,10.9
190821064936,10.6
190821064949,10.4
190821065003,10.1
190821065016,10.7
190821065029,10.1
190821065042,10.6
190821065056,10.4
190821065109,10.3
190821065122,10.2
190821065136,9.7
190821065149,10.6
190821065202,10.5
190821065216,10.1
190821065229,10.0
190821065242,10.8
190821065256,10.5
190821065309,10.3
190821065322,9.5
190821065336,9.3
190821065349,9.3
190821065402,9.5
190821065416,9.3
190821065429,9.2
190821065443,10.1
190821065456,9.3
190821065509,9.6
190821065523,10.5
190821065536,10.0
190821065549,10.0
190821065602,9.3
190821065616,11.9
190821065629,10.0
190821065643,10.1
190821065656,9.6
190821065709,10.0
190821065723,10.9
190821065736,10.4
190821065749,10.5
190821065803,9.8
190821065816,9.6
190821065829,10.0
190821065843,9.7
190821065856,9.7
190821065909,10.1
190821065923,9.3
190821065936,9.7
190821065949,9.4
190821070003,9.7
190821070016,9.5
190821070029,9.6
190821070043,9.9
190821070056,9.9
190821070109,10.7
190821070123,10.0
190821070136,10.6
190821070149,11.4
190821070203,11.3
190821070216,11.5
190821070230,11.0
190821070243,10.9
190821070256,10.7
190821070310,11.3
190821070323,10.7
190821070336,11.1
190821070350,11.5
190821070403,11.3
190821070416,12.7
190821070430,11.6
190821070443,11.2
190821070456,12.1
190821070510,12.3
190821070523,11.9
190821070536,11.8
190821070550,12.0
190821070603,11.0
190821070616,12.9
190821070630,12.2
190821070643,12.3
190821070656,12.2
190821070710,11.9
190821070723,11.6
190821070737,12.1
190821070750,12.1
190821070803,12.6
190821070816,12.6
190821070830,12.1
190821070843,12.4
190821070856,12.3
190821070910,12.2
190821070923,12.5
190821070936,12.5
190821070950,12.3
190821071003,12.8
190821071016,12.6
190821071030,11.8
190821071043,11.7
190821071056,12.1
190821071110,12.5
190821071123,12.6
190821071136,12.4
190821071150,11.7
190821071203,11.5
190821071217,11.6
190821071230,11.7
190821071243,11.4
190821071256,12.4
190821071310,11.3
190821071323,11.8
190821071336,12.2
190821071350,10.9
190821071403,12.1
190821071416,11.1
190821071430,11.4
190821071443,11.2
190821071457,12.0
190821071510,11.9
190821071523,11.7
190821071537,12.1
190821071550,11.3
190821071603,11.4
190821071617,12.2
190821071630,10.9
190821071643,11.5
190821071657,10.8
190821071710,10.3
190821071723,11.4
190821071737,10.3
190821071750,10.9
190821071803,11.0
190821071817,10.2
190821071830,10.7
190821071843,10.7
190821071857,10.3
190821071910,12.1
190821071923,10.6
190821071937,10.6
190821071950,10.8
190821072003,10.5
190821072017,9.7
190821072030,10.0
190821072043,10.3
190821072057,10.1
190821072110,10.2
190821072124,10.7
190821072137,10.1
190821072150,10.6
190821072204,9.8
190821072217,9.8
190821072230,10.0
190821072244,9.6
190821072257,10.5
190821072310,10.0
190821072324,9.9
190821072337,10.4
190821072350,10.1
190821072404,9.7
190821072417,9.9
190821072430,9.6
190821072444,10.3
190821072457,10.1
190821072510,10.4
190821072524,10.0
190821072537,9.6
190821072551,9.5
190821072604,10.0
190821072617,10.2
190821072631,9.5
190821072644,9.6
190821072657,10.6
190821072711,9.9
190821072724,10.5
190821072737,10.1
190821072751,9.3
190821072804,9.7
190821072817,10.2
190821072831,10.4
190821072844,10.1
190821072857,10.4
190821072911,9.9
190821072924,10.0
190821072937,9.9
190821072951,11.3
190821073004,12.6
190821073017,9.5
190821073031,10.0
190821073044,10.5
190821073057,9.9
190821073111,9.8
190821073124,10.1
190821073137,10.1
190821073151,10.6
190821073204,10.6
190821073217,11.2
190821073231,10.6
190821073244,11.4
190821073257,10.9
190821073311,10.8
190821073324,10.3
190821073337,11.5
190821073351,10.0
190821073404,12.4
190821073417,10.6
190821073431,11.3
190821073444,10.6
190821073457,10.3
190821073511,10.0
190821073524,9.6
190821073537,10.4
190821073551,9.8
190821073604,10.4
190821073617,10.3
190821073631,10.0
190821073644,9.8
190821073657,9.2
190821073711,9.3
190821073724,9.0
190821073737,10.1
190821073751,9.5
190821073804,9.4
190821073817,9.8
190821073831,9.4
190821073844,9.6
190821073857,10.0
190821073911,9.4
190821073924,9.0
190821073937,9.3
190821073951,9.0
190821074004,9.6
190821074017,9.4
190821074031,9.5
190821074044,9.6
190821074057,10.2
190821074111,9.4
190821074124,10.1
190821074137,9.5
190821074151,9.4
190821074204,9.3
190821074217,9.8
190821074231,9.6
190821074244,9.8
190821074257,9.7
190821074311,9.5
190821074324,10.5
190821074337,9.9
190821074351,9.8
190821074404,10.0
190821074417,9.9
190821074431,9.4
190821074444,9.1
190821074457,10.5
190821074511,10.2
190821074524,10.0
190821074537,9.8
190821074551,9.5
190821074604,10.3
190821074617,9.9
190821074631,9.7
190821074644,10.0
190821074657,10.2
190821074711,10.3
190821074724,10.9
190821074738,10.6
190821074751,10.5
190821074804,10.3
190821074818,10.8
190821074831,10.3
190821074844,10.2
190821074858,9.7
190821074911,9.9
190821074924,9.9
190821074938,10.1
190821074951,10.5
190821075004,10.1
190821075018,9.6
190821075031,10.3
190821075044,9.6
190821075058,9.7
190821075111,10.0
190821075124,9.8
190821075138,9.5
190821075151,9.5
190821075204,10.0
190821075218,9.9
190821075231,9.9
190821075244,10.1
190821075258,10.2
190821075311,10.0
190821075324,10.1
190821075338,10.6
190821075351,11.0
190821075404,10.6
190821075417,10.5
190821075431,9.9
190821075444,9.3
190821075458,9.9
190821075511,10.7
190821075524,10.5
190821075538,9.8
190821075551,11.6
190821075604,11.1
190821075618,11.1
190821075631,12.1
190821075645,9.9
190821075658,10.4
190821075711,11.0
190821075725,9.9
190821075738,10.7
190821075752,10.5
190821075805,10.3
190821075818,10.9
190821075832,10.2
190821075845,11.0
190821075858,10.9
190821075911,10.8
190821075925,11.1
190821075938,11.3
190821075952,10.0
190821080005,10.2
190821080018,9.9
190821080032,10.0
190821080045,10.3
190821080058,9.8
190821080112,10.0
190821080125,12.7
190821080138,11.2
190821080152,10.4
190821080205,10.8
190821080218,10.7
190821080231,10.6
190821080245,10.8
190821080258,10.1
190821080311,10.7
190821080325,10.2
190821080338,10.4
190821080352,9.6
190821080405,10.6
190821080418,10.0
190821080432,9.9
190821080445,9.9
190821080458,10.9
190821080512,10.6
190821080525,9.9
190821080538,10.2
190821080551,9.6
190821080605,10.1
190821080618,10.4
190821080631,10.3
190821080645,10.7
190821080658,10.6
190821080711,10.6
190821080725,10.8
190821080738,11.8
190821080751,10.7
190821080805,11.4
190821080818,10.5
190821080831,10.2
190821080845,10.6
190821080858,11.1
190821080912,10.5
190821080925,10.5
190821080938,10.6
190821080951,10.8
190821081005,10.7
190821081018,11.2
190821081032,10.6
190821081045,10.5
190821081058,10.3
190821081112,10.4
190821081125,10.6
190821081138,11.3
190821081152,10.9
190821081205,10.8
190821081219,10.5
190821081232,11.2
190821081245,10.8
190821081259,10.6
190821081312,10.0
190821081325,10.3
190821081339,10.4
190821081352,10.1
190821081406,10.4
190821081419,10.6
190821081432,10.6
190821081445,10.1
190821081459,10.4
190821081512,10.2
190821081525,10.1
190821081539,10.3
190821081552,10.2
190821081605,10.8
190821081619,11.6
190821081632,10.4
190821081645,10.5
190821081659,9.9
190821081712,10.0
190821081725,10.5
190821081739,11.0
190821081752,10.7
190821081805,11.0
190821081819,10.7
190821081832,11.0
190821081845,10.6
190821081859,9.4
190821081912,10.8
190821081925,10.2
190821081939,10.7
190821081952,10.5
190821082005,10.4
190821082019,10.3
190821082032,11.0
190821082045,10.2
190821082059,10.1
190821082112,11.0
190821082125,10.2
190821082139,10.0
190821082152,11.0
190821082205,9.9
190821082219,10.5
190821082232,10.2
190821082246,10.3
190821082259,9.8
190821082312,10.3
190821082326,9.8
190821082339,9.9
190821082352,10.2
190821082406,10.1
190821082419,10.1
190821082432,10.2
190821082446,10.4
190821082459,10.3
190821082512,9.6
190821082526,9.7
190821082539,10.6
190821082552,10.4
190821082606,10.1
190821082619,10.6
190821082632,9.9
190821082646,10.9
190821082659,10.7
190821082712,10.6
190821082726,11.0
190821082739,11.6
190821082752,10.3
190821082806,10.7
190821082819,11.5
190821082832,11.4
190821082846,11.6
190821082859,11.8
190821082912,11.3
190821082926,10.9
190821082939,12.6
190821082952,10.9
190821083006,10.9
190821083019,10.3
190821083032,10.4
190821083046,10.9
190821083059,10.9
190821083112,10.7
190821083126,10.6
190821083139,10.5
190821083152,11.0
190821083206,10.1
190821083219,9.5
190821083232,10.3
190821083246,9.5
190821083259,9.9
190821083312,9.9
190821083325,9.5
190821083339,10.5
190821083352,10.2
190821083405,10.6
190821083419,9.9
190821083432,10.0
190821083445,10.2
190821083459,10.5
190821083512,10.9
190821083525,10.7
190821083539,10.6
190821083552,10.6
190821083606,11.1
190821083619,11.0
190821083632,10.7
190821083646,10.2
190821083659,10.3
190821083712,9.1
190821083726,9.4
190821083739,9.9
190821083752,9.7
190821083806,9.5
190821083819,11.5
190821083832,9.9
190821083846,10.3
190821083859,10.9
190821083912,10.0
190821083926,9.7
190821083939,11.0
190821083952,10.0
190821084006,10.6
190821084019,10.2
190821084032,10.4
190821084046,10.5
190821084059,10.1
190821084112,9.6
190821084126,10.4
190821084139,10.5
190821084153,11.1
190821084206,11.0
190821084219,10.6
190821084233,11.3
190821084246,11.1
190821084259,10.4
190821084313,10.6
190821084326,9.9
190821084339,10.7
190821084353,10.3
190821084406,11.5
190821084419,10.6
190821084433,11.7
190821084446,11.3
190821084459,11.5
190821084513,10.6
190821084526,10.9
190821084539,10.2
190821084553,10.8
190821084606,10.2
190821084619,10.5
190821084633,10.5
190821084646,10.4
190821084659,10.5
190821084713,10.2
190821084726,10.7
190821084739,10.4
190821084753,10.2
190821084806,10.3
190821084819,9.2
190821084833,10.9
190821084846,10.1
190821084859,10.3
190821084913,11.2
190821084926,11.7
190821084939,11.4
190821084953,11.3
190821085006,12.0
190821085019,11.6
190821085033,12.4
190821085046,11.9
190821085059,11.3
190821085113,11.8
190821085126,12.1
190821085139,11.8
190821085153,12.8
190821085206,12.1
190821085219,12.0
190821085233,12.0
190821085246,12.8
190821085259,12.5
190821085313,12.6
190821085326,12.4
190821085339,11.1
190821085353,11.6
190821085406,13.5
190821085420,11.6
190821085433,12.4
190821085446,12.0
190821085500,12.4
190821085513,12.6
190821085526,11.4
190821085540,11.4
190821085553,12.1
190821085606,11.7
190821085620,11.9
190821085633,11.7
190821085646,11.7
190821085700,12.3
190821085713,12.0
190821085726,12.6
190821085740,12.4
190821085753,12.7
190821085806,12.3
190821085820,11.4
190821085833,11.5
190821085846,12.2
190821085900,12.9
190821085913,12.0
190821085926,11.9
190821085940,11.8
190821085953,11.3
190821090006,11.3
190821090020,11.2
190821090033,11.4
190821090046,11.3
190821090100,11.1
190821090113,10.6
190821090126,11.0
190821090140,11.2
190821090153,11.0
190821090206,11.3
190821090220,10.7
190821090233,10.8
190821090246,11.0
190821090300,13.1
190821090313,11.2
190821090326,10.4
190821090339,9.8
190821090353,10.3
190821090406,10.2
190821090420,11.2
190821090433,11.8
190821090446,11.5
190821090500,11.4
190821090513,10.8
190821090526,10.5
190821090540,11.7
190821090553,12.0
190821090606,11.5
190821090620,10.8
190821090633,11.0
190821090646,11.2
190821090700,11.0
190821090713,11.1
190821090726,10.9
190821090740,10.8
190821090753,10.3
190821090806,10.1
190821090820,10.0
190821090833,10.2
190821090846,10.4
190821090900,10.6
190821090913,11.1
190821090926,10.9
190821090940,10.3
190821090953,10.3
190821091006,10.2
190821091020,9.7
190821091033,10.2
190821091047,11.3
190821091100,10.8
190821091113,10.9
190821091126,10.4
190821091140,10.1
190821091153,10.7
190821091206,10.3
190821091220,11.2
190821091233,10.8
190821091246,11.3
190821091300,10.5
190821091313,10.2
190821091326,10.8
190821091340,11.2
190821091353,11.1
190821091407,10.4
190821091420,10.5
190821091433,10.5
190821091447,11.3
190821091500,11.7
190821091513,10.4
190821091527,10.7
190821091540,10.6
190821091553,10.5
190821091607,12.8
190821091620,13.6
190821091633,10.3
190821091647,10.7
190821091700,10.9
190821091713,10.5
190821091726,10.1
190821091740,10.1
190821091753,9.9
190821091806,9.4
190821091820,9.5
190821091833,9.4
190821091847,9.5
190821091900,14.0
190821091913,9.5
190821091926,9.2
190821091940,9.5
190821091953,10.1
190821092006,10.2
190821092020,10.9
190821092033,10.3
190821092047,10.3
190821092100,10.4
190821092113,10.2
190821092127,9.8
190821092140,10.0
190821092153,10.3
190821092207,9.6
190821092220,10.4
190821092233,9.9
190821092247,9.9
190821092300,9.3
190821092313,10.3
190821092327,9.5
190821092340,9.9
190821092353,9.7
190821092406,9.4
190821092420,10.2
190821092433,9.6
190821092446,10.4
190821092500,11.4
190821092513,11.0
190821092526,10.7
190821092540,11.0
190821092553,10.6
190821092607,10.7
190821092620,10.8
190821092633,11.5
190821092646,11.4
190821092700,12.2
190821092713,11.6
190821092726,11.1
190821092740,11.9
190821092753,11.3
190821092806,12.1
190821092820,12.5
190821092833,12.5
190821092847,12.4
190821092900,11.3
190821092913,12.5
190821092927,11.9
190821092940,12.1
190821092953,12.5
190821093007,13.0
190821093020,11.9
190821093033,11.9
190821093047,12.5
190821093100,12.4
190821093113,11.5
190821093127,12.1
190821093140,11.8
190821093153,12.0
190821093207,12.3
190821093220,11.8
190821093234,12.1
190821093247,12.8
190821093300,12.9
190821093314,12.9
190821093327,12.1
190821093340,11.6
190821093354,13.0
190821093407,13.5
190821093420,13.4
190821093433,14.0
190821093447,12.9
190821093500,13.0
190821093513,13.3
190821093527,14.1
190821093540,13.2
190821093553,13.6
190821093607,14.1
190821093620,14.2
190821093633,14.6
190821093647,14.3
190821093700,13.3
190821093713,13.0
190821093727,13.1
190821093740,12.9
190821093753,14.2
190821093807,13.7
190821093820,13.9
190821093833,13.2
190821093847,13.6
190821093900,12.6
190821093913,13.5
190821093927,13.8
190821093940,14.1
190821093953,13.4
190821094007,13.2
190821094020,13.0
190821094033,13.3
190821094047,12.8
190821094100,13.0
190821094113,12.8
190821094127,13.7
190821094140,13.0
190821094153,13.0
190821094207,12.9
190821094220,13.5
190821094234,13.9
190821094247,13.8
190821094300,13.2
190821094314,12.3
190821094327,13.0
190821094340,14.0
190821094354,14.0
190821094407,12.8
190821094420,13.5
190821094434,13.9
190821094447,13.0
190821094500,13.6
190821094514,13.7
190821094527,13.0
190821094540,13.5
190821094554,13.7
190821094607,13.5
190821094620,12.5
190821094634,13.1
190821094647,13.1
190821094700,13.3
190821094714,14.2
190821094727,12.0
190821094740,13.0
190821094754,12.6
190821094807,12.3
190821094820,11.9
190821094834,12.4
190821094847,11.9
190821094900,12.3
190821094914,12.0
190821094927,12.5
190821094940,12.0
190821094954,12.9
190821095007,13.0
190821095020,12.9
190821095034,12.3
190821095047,12.0
190821095100,11.7
190821095114,12.4
190821095127,11.6
190821095141,12.2
190821095154,14.8
190821095207,11.0
190821095220,11.6
190821095234,11.5
190821095247,12.2
190821095300,12.3
190821095314,11.9
190821095327,11.8
190821095340,11.5
190821095354,11.7
190821095407,11.4
190821095420,11.5
190821095433,11.2
190821095447,12.7
190821095500,12.1
190821095513,10.9
190821095526,11.2
190821095540,10.9
190821095553,11.5
190821095606,11.3
190821095620,11.5
190821095633,11.3
190821095646,11.0
190821095659,11.6
190821095713,11.5
190821095726,10.4
190821095739,12.9
190821095753,10.5
190821095806,10.4
190821095819,10.6
190821095832,10.8
190821095846,11.1
190821095859,11.0
190821095912,10.0
190821095926,10.6
190821095939,10.2
190821095952,10.2
190821100005,10.4
190821100019,10.4
190821100032,10.9
190821100045,10.4
190821100059,11.3
190821100112,11.2
190821100125,10.7
190821100138,11.3
190821100152,11.0
190821100205,11.3
190821100218,10.6
190821100232,10.3
190821100245,10.5
190821100258,10.8
190821100311,11.1
190821100325,10.6
190821100338,10.4
190821100351,10.9
190821100404,10.7
190821100418,10.6
190821100431,10.8
190821100444,10.4
190821100458,10.3
190821100511,10.4
190821100524,11.0
190821100537,10.4
190821100551,11.0
190821100604,11.0
190821100617,11.3
190821100631,10.8
190821100644,10.7
190821100658,11.2
190821100711,9.5
190821100724,9.7
190821100738,10.3
190821100751,10.5
190821100804,9.8
190821100818,9.3
190821100831,9.3
190821100844,9.9
190821100858,9.7
190821100911,10.6
190821100924,10.4
190821100938,10.9
190821100951,10.1
190821101004,10.1
190821101018,10.7
190821101031,10.1
190821101044,10.2
190821101058,10.0
190821101111,9.3
190821101124,9.5
190821101138,10.3
190821101151,9.2
190821101204,9.0
190821101218,9.6
190821101231,10.2
190821101244,10.8
190821101258,10.6
190821101311,10.3
190821101325,10.1
190821101338,9.9
190821101351,9.9
190821101405,9.2
190821101418,9.7
190821101431,9.6
190821101445,10.6
190821101458,9.9
190821101511,9.9
190821101525,9.7
190821101538,12.2
190821101551,10.9
190821101605,11.0
190821101618,10.7
190821101631,10.4
190821101645,10.4
190821101658,10.7
190821101711,11.3
190821101725,11.6
190821101738,10.5
190821101751,10.7
190821101805,11.0
190821101818,10.4
190821101831,10.4
190821101845,11.0
190821101858,10.5
190821101911,11.6
190821101925,11.2
190821101938,10.2
190821101951,10.7
190821102005,10.5
190821102018,10.6
190821102031,11.2
190821102045,10.8
190821102058,10.4
190821102112,11.0
190821102125,10.7
190821102138,11.4
190821102152,11.9
190821102205,11.1
190821102218,11.5
190821102232,10.8
190821102245,10.5
190821102258,11.3
190821102312,11.6
190821102325,11.5
190821102338,11.0
190821102352,11.6
190821102405,11.0
190821102418,11.7
190821102432,11.1
190821102445,11.9
190821102458,11.7
190821102512,11.6
190821102525,11.7
190821102538,11.3
190821102552,12.0
190821102605,11.2
190821102618,11.4
190821102632,10.8
190821102645,11.2
190821102658,11.6
190821102712,11.5
190821102725,12.0
190821102738,11.9
190821102752,11.7
190821102805,11.4
190821102819,11.8
190821102832,11.3
190821102845,11.5
190821102859,11.5
190821102912,10.5
190821102925,11.0
190821102939,11.1
190821102952,11.7
190821103005,11.6
190821103019,12.0
190821103032,12.2
190821103045,11.5
190821103059,12.0
190821103112,11.6
190821103125,11.9
190821103139,12.6
190821103152,11.8
190821103205,11.2
190821103219,11.7
190821103232,11.9
190821103245,12.3
190821103259,11.1
190821103312,10.5
190821103325,11.0
190821103339,10.8
190821103352,11.0
190821103405,12.0
190821103419,11.4
190821103432,11.1
190821103445,11.8
190821103459,12.0
190821103512,11.2
190821103525,11.7
190821103539,11.2
190821103552,11.9
190821103605,11.9
190821103619,11.8
190821103632,11.7
190821103645,12.7
190821103659,13.3
190821103712,12.6
190821103725,12.5
190821103739,12.6
190821103752,13.2
190821103805,12.8
190821103819,13.5
190821103832,12.9
190821103845,13.2
190821103859,12.9
190821103912,13.0
190821103925,13.5
190821103939,13.3
190821103952,13.3
190821104005,12.7
190821104019,12.7
190821104032,12.8
190821104045,13.7
190821104059,13.7
190821104112,12.8
190821104125,12.1
190821104139,12.7
190821104152,13.1
190821104205,13.2
190821104219,13.0
190821104232,12.6
190821104245,13.0
190821104259,12.5
190821104312,13.2
190821104325,12.6
190821104339,12.5
190821104352,13.0
190821104405,12.9
190821104419,13.2
190821104432,13.1
190821104445,12.9
190821104459,13.4
190821104512,13.1
190821104525,12.7
190821104539,12.9
190821104552,12.2
190821104605,12.1
190821104619,12.7
190821104632,12.4
190821104645,11.7
190821104659,12.5
190821104712,12.0
190821104725,12.2
190821104739,12.5
190821104752,11.4
190821104805,11.7
190821104819,11.4
190821104832,12.0
190821104845,11.7
190821104859,12.4
190821104912,11.4
190821104925,12.5
190821104939,11.7
190821104952,11.5
190821105005,14.0
190821105019,12.4
190821105032,11.9
190821105045,11.9
190821105059,12.3
190821105112,11.4
190821105125,12.2
190821105139,11.9
190821105152,12.2
190821105205,12.7
190821105219,12.4
190821105232,12.6
190821105245,12.2
190821105258,12.1
190821105312,12.6
190821105325,12.0
190821105338,11.4
190821105352,12.3
190821105405,11.4
190821105418,11.5
190821105432,11.9
190821105445,11.5
190821105458,11.9
190821105512,11.5
190821105525,11.5
190821105538,12.2
190821105552,11.6
190821105605,11.3
190821105619,10.8
190821105632,11.0
190821105645,11.2
190821105659,11.0
190821105712,11.4
190821105725,11.7
190821105739,12.4
190821105752,11.1
190821105805,11.9
190821105819,11.3
190821105832,11.4
190821105845,10.9
190821105859,12.3
190821105912,11.7
190821105925,11.9
190821105939,11.8
190821105952,11.8
190821110005,11.4
190821110019,12.4
190821110032,11.5
190821110045,11.6
190821110059,11.6
190821110112,11.8
190821110125,11.8
190821110139,10.8
190821110152,10.6
190821110205,10.9
190821110219,11.7
190821110232,10.8
190821110245,10.9
190821110259,11.8
190821110312,11.6
190821110325,10.8
190821110339,11.4
190821110352,10.6
190821110405,11.0
190821110419,11.2
190821110432,10.3
190821110445,10.4
190821110459,10.8
190821110512,14.2
190821110525,11.1
190821110539,11.1
190821110552,11.3
190821110605,10.8
190821110619,11.2
190821110632,10.4
190821110645,10.5
190821110659,11.2
190821110712,10.7
190821110725,11.1
190821110739,11.1
190821110752,10.5
190821110805,10.9
190821110819,11.1
190821110832,11.0
190821110845,11.2
190821110859,11.4
190821110912,10.8
190821110925,10.9
190821110939,11.3
190821110952,10.8
190821111005,11.5
190821111019,11.0
190821111032,11.4
190821111045,12.1
190821111059,11.8
190821111112,12.7
190821111125,12.3
190821111139,12.3
190821111152,11.3
190821111205,11.8
190821111219,12.6
190821111232,12.1
190821111245,12.6
190821111259,12.9
190821111312,12.2
190821111326,13.2
190821111339,13.0
190821111352,13.5
190821111406,13.3
190821111419,13.1
190821111432,12.6
190821111446,13.5
190821111459,13.0
190821111512,13.1
190821111526,12.4
190821111539,13.0
190821111553,12.8
190821111606,13.3
190821111619,13.2
190821111633,13.7
190821111646,13.5
190821111659,12.1
190821111713,13.1
190821111726,13.4
190821111739,13.5
190821111753,13.4
190821111806,12.2
190821111820,12.9
190821111833,13.4
190821111846,12.7
190821111900,13.7
190821111913,12.4
190821111926,13.4
190821111940,13.9
190821111953,12.8
190821112006,12.4
190821112020,12.6
190821112033,12.3
190821112046,13.0
190821112100,12.6
190821112113,11.7
190821112126,12.7
190821112140,13.4
190821112153,13.7
190821112206,13.0
190821112220,13.3
190821112233,13.4
190821112246,13.0
190821112300,13.5
190821112313,13.5
190821112326,13.4
190821112340,13.0
190821112353,13.1
190821112406,12.0
190821112420,13.1
190821112433,12.7
190821112446,12.5
190821112500,12.6
190821112513,12.7
190821112526,12.5
190821112540,13.6
190821112553,13.2
190821112606,13.9
190821112620,13.8
190821112633,12.8
190821112647,13.6
190821112700,12.0
190821112713,12.3
190821112727,12.9
190821112740,12.6
190821112753,13.0
190821112807,12.9
190821112820,12.7
190821112833,12.4
190821112847,12.8
190821112900,12.1
190821112913,13.3
190821112927,12.4
190821112940,12.6
190821112954,13.1
190821113007,14.8
190821113020,12.8
190821113034,13.2
190821113047,12.2
