,1:9738-1-T,2:9738-1-W,3:9738-2-T,4:9738-2-W
ucl_1.5,12.690389061500264,12.290300304205754,13.095212622368988,12.65513697332253
lcl_1.5,9.368870197759,8.659329325423876,9.854417007260645,8.826344508158932
ucl_3,14.351148493370896,14.105785793596691,14.71561042992316,14.569533205904328
lcl_3,7.708110765888368,6.843843836032938,8.234019199706474,6.911948275577134
ucl_4.5,16.011907925241527,15.92127128298763,16.336008237477333,16.48392943848613
lcl_4.5,6.047351334017737,5.028358346641999,6.6136213921523,4.997552042995336
