index,Date,time,max,region,label,record
1718,2019-08-21,06:22:02,11.1,< 1.5,,
1719,2019-08-21,06:22:15,11.4,< 1.5,,
1720,2019-08-21,06:22:29,12.2,< 1.5,,
1721,2019-08-21,06:22:42,11.7,< 1.5,,
1722,2019-08-21,06:22:55,11.7,< 1.5,,
1723,2019-08-21,06:23:09,11.3,< 1.5,,
1724,2019-08-21,06:23:22,12.7,1.5 ~ 3,,
1725,2019-08-21,06:23:35,11.9,< 1.5,,
1726,2019-08-21,06:23:49,12.2,< 1.5,,
1727,2019-08-21,06:24:02,13.1,1.5 ~ 3,,
1728,2019-08-21,06:24:15,12.1,< 1.5,,
1729,2019-08-21,06:24:29,12.4,1.5 ~ 3,,
1730,2019-08-21,06:24:42,11.3,< 1.5,,
1731,2019-08-21,06:24:55,11.7,< 1.5,,
1732,2019-08-21,06:25:09,12.6,1.5 ~ 3,,
1733,2019-08-21,06:25:22,12.2,< 1.5,,
1734,2019-08-21,06:25:35,12.5,1.5 ~ 3,,
1735,2019-08-21,06:25:49,12.5,1.5 ~ 3,,
1736,2019-08-21,06:26:02,12.3,< 1.5,,
1737,2019-08-21,06:26:15,12.4,1.5 ~ 3,,
1738,2019-08-21,06:26:29,12.9,1.5 ~ 3,,
1739,2019-08-21,06:26:42,12.1,< 1.5,,
1740,2019-08-21,06:26:55,13.0,1.5 ~ 3,,
1741,2019-08-21,06:27:09,12.8,1.5 ~ 3,,
1742,2019-08-21,06:27:22,12.0,< 1.5,,
1743,2019-08-21,06:27:35,12.1,< 1.5,,
1744,2019-08-21,06:27:49,12.4,1.5 ~ 3,,
1745,2019-08-21,06:28:02,12.0,< 1.5,,
1746,2019-08-21,06:28:15,11.6,< 1.5,,
1747,2019-08-21,06:28:29,12.2,< 1.5,,
1748,2019-08-21,06:28:42,12.1,< 1.5,,
1749,2019-08-21,06:28:55,11.8,< 1.5,,
1750,2019-08-21,06:29:09,12.8,1.5 ~ 3,,
1751,2019-08-21,06:29:22,12.2,< 1.5,,
1752,2019-08-21,06:29:35,12.4,1.5 ~ 3,,
1753,2019-08-21,06:29:49,12.0,< 1.5,,
1754,2019-08-21,06:30:02,11.2,< 1.5,,
1755,2019-08-21,06:30:15,12.2,< 1.5,,
1756,2019-08-21,06:30:29,14.1,1.5 ~ 3,,
1757,2019-08-21,06:30:42,11.7,< 1.5,,
1758,2019-08-21,06:30:56,12.3,< 1.5,,
1759,2019-08-21,06:31:09,11.7,< 1.5,,
1760,2019-08-21,06:31:22,12.2,< 1.5,,
1761,2019-08-21,06:31:35,12.1,< 1.5,,
1762,2019-08-21,06:31:49,12.1,< 1.5,,
1763,2019-08-21,06:32:02,12.1,< 1.5,,
1764,2019-08-21,06:32:16,13.1,1.5 ~ 3,,
1765,2019-08-21,06:32:29,12.3,< 1.5,,
1766,2019-08-21,06:32:42,12.1,< 1.5,,
1767,2019-08-21,06:32:56,11.9,< 1.5,,
1768,2019-08-21,06:33:09,11.1,< 1.5,,
1769,2019-08-21,06:33:22,11.1,< 1.5,,
1770,2019-08-21,06:33:36,11.6,< 1.5,,
1771,2019-08-21,06:33:49,11.7,< 1.5,,
1772,2019-08-21,06:34:02,11.7,< 1.5,,
1773,2019-08-21,06:34:16,12.3,< 1.5,,
1774,2019-08-21,06:34:29,10.9,< 1.5,,
1775,2019-08-21,06:34:42,10.6,< 1.5,,
1776,2019-08-21,06:34:56,10.5,< 1.5,,
1777,2019-08-21,06:35:09,11.6,< 1.5,,
1778,2019-08-21,06:35:22,11.1,< 1.5,,
1779,2019-08-21,06:35:36,11.6,< 1.5,,
1780,2019-08-21,06:35:49,11.6,< 1.5,,
1781,2019-08-21,06:36:02,11.0,< 1.5,,
1782,2019-08-21,06:36:15,10.6,< 1.5,,
1783,2019-08-21,06:36:29,11.2,< 1.5,,
1784,2019-08-21,06:36:42,11.0,< 1.5,,
1785,2019-08-21,06:36:56,10.5,< 1.5,,
1786,2019-08-21,06:37:09,11.4,< 1.5,,
1787,2019-08-21,06:37:22,11.4,< 1.5,,
1788,2019-08-21,06:37:35,11.7,< 1.5,,
1789,2019-08-21,06:37:49,10.8,< 1.5,,
1790,2019-08-21,06:38:02,11.7,< 1.5,,
1791,2019-08-21,06:38:16,10.7,< 1.5,,
1792,2019-08-21,06:38:29,10.7,< 1.5,,
1793,2019-08-21,06:38:42,11.4,< 1.5,,
1794,2019-08-21,06:38:55,10.7,< 1.5,,
1795,2019-08-21,06:39:09,10.9,< 1.5,,
1796,2019-08-21,06:39:22,10.5,< 1.5,,
1797,2019-08-21,06:39:35,11.7,< 1.5,,
1798,2019-08-21,06:39:49,10.8,< 1.5,,
1799,2019-08-21,06:40:02,11.3,< 1.5,,
1800,2019-08-21,06:40:16,11.0,< 1.5,,
1801,2019-08-21,06:40:29,10.8,< 1.5,,
1802,2019-08-21,06:40:42,10.4,< 1.5,,
1803,2019-08-21,06:40:56,10.8,< 1.5,,
1804,2019-08-21,06:41:09,11.5,< 1.5,,
1805,2019-08-21,06:41:22,10.7,< 1.5,,
1806,2019-08-21,06:41:36,11.3,< 1.5,,
1807,2019-08-21,06:41:49,10.9,< 1.5,,
1808,2019-08-21,06:42:02,11.2,< 1.5,,
1809,2019-08-21,06:42:15,10.5,< 1.5,,
1810,2019-08-21,06:42:29,10.5,< 1.5,,
1811,2019-08-21,06:42:42,11.1,< 1.5,,
1812,2019-08-21,06:42:56,11.4,< 1.5,,
1813,2019-08-21,06:43:09,11.0,< 1.5,,
1814,2019-08-21,06:43:22,10.6,< 1.5,,
1815,2019-08-21,06:43:36,10.9,< 1.5,,
1816,2019-08-21,06:43:49,11.6,< 1.5,,
1817,2019-08-21,06:44:02,10.9,< 1.5,,
1818,2019-08-21,06:44:16,10.5,< 1.5,,
1819,2019-08-21,06:44:29,10.0,< 1.5,,
1820,2019-08-21,06:44:42,10.3,< 1.5,,
1821,2019-08-21,06:44:56,10.7,< 1.5,,
1822,2019-08-21,06:45:09,13.4,1.5 ~ 3,,
1823,2019-08-21,06:45:22,10.7,< 1.5,,
1824,2019-08-21,06:45:36,10.7,< 1.5,,
1825,2019-08-21,06:45:49,10.4,< 1.5,,
1826,2019-08-21,06:46:02,9.8,< 1.5,,
1827,2019-08-21,06:46:16,10.6,< 1.5,,
1828,2019-08-21,06:46:29,10.6,< 1.5,,
1829,2019-08-21,06:46:42,9.3,< 1.5,,
1830,2019-08-21,06:46:55,10.4,< 1.5,,
1831,2019-08-21,06:47:09,9.6,< 1.5,,
1832,2019-08-21,06:47:22,10.2,< 1.5,,
1833,2019-08-21,06:47:36,14.9,3 ~ 4.5,翹曲變形,
1834,2019-08-21,06:47:49,10.7,< 1.5,,
1835,2019-08-21,06:48:02,10.5,< 1.5,,
1836,2019-08-21,06:48:16,11.1,< 1.5,,
1837,2019-08-21,06:48:29,10.2,< 1.5,,
1838,2019-08-21,06:48:42,10.4,< 1.5,,
1839,2019-08-21,06:48:56,11.2,< 1.5,,
1840,2019-08-21,06:49:09,11.2,< 1.5,,
1841,2019-08-21,06:49:22,10.9,< 1.5,,
1842,2019-08-21,06:49:36,10.6,< 1.5,,
1843,2019-08-21,06:49:49,10.4,< 1.5,,
1844,2019-08-21,06:50:03,10.1,< 1.5,,
1845,2019-08-21,06:50:16,10.7,< 1.5,,
1846,2019-08-21,06:50:29,10.1,< 1.5,,
1847,2019-08-21,06:50:42,10.6,< 1.5,,
1848,2019-08-21,06:50:56,10.4,< 1.5,,
1849,2019-08-21,06:51:09,10.3,< 1.5,,
1850,2019-08-21,06:51:22,10.2,< 1.5,,
1851,2019-08-21,06:51:36,9.7,< 1.5,,
1852,2019-08-21,06:51:49,10.6,< 1.5,,
1853,2019-08-21,06:52:02,10.5,< 1.5,,
1854,2019-08-21,06:52:16,10.1,< 1.5,,
1855,2019-08-21,06:52:29,10.0,< 1.5,,
1856,2019-08-21,06:52:42,10.8,< 1.5,,
1857,2019-08-21,06:52:56,10.5,< 1.5,,
1858,2019-08-21,06:53:09,10.3,< 1.5,,
1859,2019-08-21,06:53:22,9.5,< 1.5,,
1860,2019-08-21,06:53:36,9.3,< 1.5,,
1861,2019-08-21,06:53:49,9.3,< 1.5,,
1862,2019-08-21,06:54:02,9.5,< 1.5,,
1863,2019-08-21,06:54:16,9.3,< 1.5,,
1864,2019-08-21,06:54:29,9.2,< 1.5,,
1865,2019-08-21,06:54:43,10.1,< 1.5,,
1866,2019-08-21,06:54:56,9.3,< 1.5,,
1867,2019-08-21,06:55:09,9.6,< 1.5,,
1868,2019-08-21,06:55:23,10.5,< 1.5,,
1869,2019-08-21,06:55:36,10.0,< 1.5,,
1870,2019-08-21,06:55:49,10.0,< 1.5,,
1871,2019-08-21,06:56:02,9.3,< 1.5,,
1872,2019-08-21,06:56:16,11.9,< 1.5,,
1873,2019-08-21,06:56:29,10.0,< 1.5,,
1874,2019-08-21,06:56:43,10.1,< 1.5,,
1875,2019-08-21,06:56:56,9.6,< 1.5,,
1876,2019-08-21,06:57:09,10.0,< 1.5,,
1877,2019-08-21,06:57:23,10.9,< 1.5,,
1878,2019-08-21,06:57:36,10.4,< 1.5,,
1879,2019-08-21,06:57:49,10.5,< 1.5,,
1880,2019-08-21,06:58:03,9.8,< 1.5,,
1881,2019-08-21,06:58:16,9.6,< 1.5,,
1882,2019-08-21,06:58:29,10.0,< 1.5,,
1883,2019-08-21,06:58:43,9.7,< 1.5,,
1884,2019-08-21,06:58:56,9.7,< 1.5,,
1885,2019-08-21,06:59:09,10.1,< 1.5,,
1886,2019-08-21,06:59:23,9.3,< 1.5,,
1887,2019-08-21,06:59:36,9.7,< 1.5,,
1888,2019-08-21,06:59:49,9.4,< 1.5,,
1889,2019-08-21,07:00:03,9.7,< 1.5,,
1890,2019-08-21,07:00:16,9.5,< 1.5,,
1891,2019-08-21,07:00:29,9.6,< 1.5,,
1892,2019-08-21,07:00:43,9.9,< 1.5,,
1893,2019-08-21,07:00:56,9.9,< 1.5,,
1894,2019-08-21,07:01:09,10.7,< 1.5,,
1895,2019-08-21,07:01:23,10.0,< 1.5,,
1896,2019-08-21,07:01:36,10.6,< 1.5,,
1897,2019-08-21,07:01:49,11.4,< 1.5,,
1898,2019-08-21,07:02:03,11.3,< 1.5,,
1899,2019-08-21,07:02:16,11.5,< 1.5,,
1900,2019-08-21,07:02:30,11.0,< 1.5,,
1901,2019-08-21,07:02:43,10.9,< 1.5,,
1902,2019-08-21,07:02:56,10.7,< 1.5,,
1903,2019-08-21,07:03:10,11.3,< 1.5,,
1904,2019-08-21,07:03:23,10.7,< 1.5,,
1905,2019-08-21,07:03:36,11.1,< 1.5,,
1906,2019-08-21,07:03:50,11.5,< 1.5,,
1907,2019-08-21,07:04:03,11.3,< 1.5,,
1908,2019-08-21,07:04:16,12.7,1.5 ~ 3,,
1909,2019-08-21,07:04:30,11.6,< 1.5,,
1910,2019-08-21,07:04:43,11.2,< 1.5,,
1911,2019-08-21,07:04:56,12.1,< 1.5,,
1912,2019-08-21,07:05:10,12.3,< 1.5,,
1913,2019-08-21,07:05:23,11.9,< 1.5,,
1914,2019-08-21,07:05:36,11.8,< 1.5,,
1915,2019-08-21,07:05:50,12.0,< 1.5,,
1916,2019-08-21,07:06:03,11.0,< 1.5,,
1917,2019-08-21,07:06:16,12.9,1.5 ~ 3,,
1918,2019-08-21,07:06:30,12.2,< 1.5,,
1919,2019-08-21,07:06:43,12.3,< 1.5,,
1920,2019-08-21,07:06:56,12.2,< 1.5,,
1921,2019-08-21,07:07:10,11.9,< 1.5,,
1922,2019-08-21,07:07:23,11.6,< 1.5,,
1923,2019-08-21,07:07:37,12.1,< 1.5,,
1924,2019-08-21,07:07:50,12.1,< 1.5,,
1925,2019-08-21,07:08:03,12.6,1.5 ~ 3,,
1926,2019-08-21,07:08:16,12.6,1.5 ~ 3,,
1927,2019-08-21,07:08:30,12.1,< 1.5,,
1928,2019-08-21,07:08:43,12.4,1.5 ~ 3,,
1929,2019-08-21,07:08:56,12.3,< 1.5,,
1930,2019-08-21,07:09:10,12.2,< 1.5,,
1931,2019-08-21,07:09:23,12.5,1.5 ~ 3,,
1932,2019-08-21,07:09:36,12.5,1.5 ~ 3,,
1933,2019-08-21,07:09:50,12.3,< 1.5,,
1934,2019-08-21,07:10:03,12.8,1.5 ~ 3,,
1935,2019-08-21,07:10:16,12.6,1.5 ~ 3,,
1936,2019-08-21,07:10:30,11.8,< 1.5,,
1937,2019-08-21,07:10:43,11.7,< 1.5,,
1938,2019-08-21,07:10:56,12.1,< 1.5,,
1939,2019-08-21,07:11:10,12.5,1.5 ~ 3,,
1940,2019-08-21,07:11:23,12.6,1.5 ~ 3,,
1941,2019-08-21,07:11:36,12.4,1.5 ~ 3,,
1942,2019-08-21,07:11:50,11.7,< 1.5,,
1943,2019-08-21,07:12:03,11.5,< 1.5,,
1944,2019-08-21,07:12:17,11.6,< 1.5,,
1945,2019-08-21,07:12:30,11.7,< 1.5,,
1946,2019-08-21,07:12:43,11.4,< 1.5,,
1947,2019-08-21,07:12:56,12.4,1.5 ~ 3,,
1948,2019-08-21,07:13:10,11.3,< 1.5,,
1949,2019-08-21,07:13:23,11.8,< 1.5,,
1950,2019-08-21,07:13:36,12.2,< 1.5,,
1951,2019-08-21,07:13:50,10.9,< 1.5,,
1952,2019-08-21,07:14:03,12.1,< 1.5,,
1953,2019-08-21,07:14:16,11.1,< 1.5,,
1954,2019-08-21,07:14:30,11.4,< 1.5,,
1955,2019-08-21,07:14:43,11.2,< 1.5,,
1956,2019-08-21,07:14:57,12.0,< 1.5,,
1957,2019-08-21,07:15:10,11.9,< 1.5,,
1958,2019-08-21,07:15:23,11.7,< 1.5,,
1959,2019-08-21,07:15:37,12.1,< 1.5,,
1960,2019-08-21,07:15:50,11.3,< 1.5,,
1961,2019-08-21,07:16:03,11.4,< 1.5,,
1962,2019-08-21,07:16:17,12.2,< 1.5,,
1963,2019-08-21,07:16:30,10.9,< 1.5,,
1964,2019-08-21,07:16:43,11.5,< 1.5,,
1965,2019-08-21,07:16:57,10.8,< 1.5,,
1966,2019-08-21,07:17:10,10.3,< 1.5,,
1967,2019-08-21,07:17:23,11.4,< 1.5,,
1968,2019-08-21,07:17:37,10.3,< 1.5,,
1969,2019-08-21,07:17:50,10.9,< 1.5,,
1970,2019-08-21,07:18:03,11.0,< 1.5,,
1971,2019-08-21,07:18:17,10.2,< 1.5,,
1972,2019-08-21,07:18:30,10.7,< 1.5,,
1973,2019-08-21,07:18:43,10.7,< 1.5,,
1974,2019-08-21,07:18:57,10.3,< 1.5,,
1975,2019-08-21,07:19:10,12.1,< 1.5,,
1976,2019-08-21,07:19:23,10.6,< 1.5,,
1977,2019-08-21,07:19:37,10.6,< 1.5,,
1978,2019-08-21,07:19:50,10.8,< 1.5,,
1979,2019-08-21,07:20:03,10.5,< 1.5,,
1980,2019-08-21,07:20:17,9.7,< 1.5,,
1981,2019-08-21,07:20:30,10.0,< 1.5,,
1982,2019-08-21,07:20:43,10.3,< 1.5,,
1983,2019-08-21,07:20:57,10.1,< 1.5,,
1984,2019-08-21,07:21:10,10.2,< 1.5,,
1985,2019-08-21,07:21:24,10.7,< 1.5,,
1986,2019-08-21,07:21:37,10.1,< 1.5,,
1987,2019-08-21,07:21:50,10.6,< 1.5,,
1988,2019-08-21,07:22:04,9.8,< 1.5,,
1989,2019-08-21,07:22:17,9.8,< 1.5,,
1990,2019-08-21,07:22:30,10.0,< 1.5,,
1991,2019-08-21,07:22:44,9.6,< 1.5,,
1992,2019-08-21,07:22:57,10.5,< 1.5,,
1993,2019-08-21,07:23:10,10.0,< 1.5,,
1994,2019-08-21,07:23:24,9.9,< 1.5,,
1995,2019-08-21,07:23:37,10.4,< 1.5,,
1996,2019-08-21,07:23:50,10.1,< 1.5,,
1997,2019-08-21,07:24:04,9.7,< 1.5,,
1998,2019-08-21,07:24:17,9.9,< 1.5,,
1999,2019-08-21,07:24:30,9.6,< 1.5,,
2000,2019-08-21,07:24:44,10.3,< 1.5,,
2001,2019-08-21,07:24:57,10.1,< 1.5,,
2002,2019-08-21,07:25:10,10.4,< 1.5,,
2003,2019-08-21,07:25:24,10.0,< 1.5,,
2004,2019-08-21,07:25:37,9.6,< 1.5,,
2005,2019-08-21,07:25:51,9.5,< 1.5,,
2006,2019-08-21,07:26:04,10.0,< 1.5,,
2007,2019-08-21,07:26:17,10.2,< 1.5,,
2008,2019-08-21,07:26:31,9.5,< 1.5,,
2009,2019-08-21,07:26:44,9.6,< 1.5,,
2010,2019-08-21,07:26:57,10.6,< 1.5,,
2011,2019-08-21,07:27:11,9.9,< 1.5,,
2012,2019-08-21,07:27:24,10.5,< 1.5,,
2013,2019-08-21,07:27:37,10.1,< 1.5,,
2014,2019-08-21,07:27:51,9.3,< 1.5,,
2015,2019-08-21,07:28:04,9.7,< 1.5,,
2016,2019-08-21,07:28:17,10.2,< 1.5,,
2017,2019-08-21,07:28:31,10.4,< 1.5,,
2018,2019-08-21,07:28:44,10.1,< 1.5,,
2019,2019-08-21,07:28:57,10.4,< 1.5,,
2020,2019-08-21,07:29:11,9.9,< 1.5,,
2021,2019-08-21,07:29:24,10.0,< 1.5,,
2022,2019-08-21,07:29:37,9.9,< 1.5,,
2023,2019-08-21,07:29:51,11.3,< 1.5,,
2024,2019-08-21,07:30:04,12.6,1.5 ~ 3,,
2025,2019-08-21,07:30:17,9.5,< 1.5,,
2026,2019-08-21,07:30:31,10.0,< 1.5,,
2027,2019-08-21,07:30:44,10.5,< 1.5,,
2028,2019-08-21,07:30:57,9.9,< 1.5,,
2029,2019-08-21,07:31:11,9.8,< 1.5,,
2030,2019-08-21,07:31:24,10.1,< 1.5,,
2031,2019-08-21,07:31:37,10.1,< 1.5,,
2032,2019-08-21,07:31:51,10.6,< 1.5,,
2033,2019-08-21,07:32:04,10.6,< 1.5,,
2034,2019-08-21,07:32:17,11.2,< 1.5,,
2035,2019-08-21,07:32:31,10.6,< 1.5,,
2036,2019-08-21,07:32:44,11.4,< 1.5,,
2037,2019-08-21,07:32:57,10.9,< 1.5,,
2038,2019-08-21,07:33:11,10.8,< 1.5,,
2039,2019-08-21,07:33:24,10.3,< 1.5,,
2040,2019-08-21,07:33:37,11.5,< 1.5,,
2041,2019-08-21,07:33:51,10.0,< 1.5,,
2042,2019-08-21,07:34:04,12.4,1.5 ~ 3,,
2043,2019-08-21,07:34:17,10.6,< 1.5,,
2044,2019-08-21,07:34:31,11.3,< 1.5,,
2045,2019-08-21,07:34:44,10.6,< 1.5,,
2046,2019-08-21,07:34:57,10.3,< 1.5,,
2047,2019-08-21,07:35:11,10.0,< 1.5,,
2048,2019-08-21,07:35:24,9.6,< 1.5,,
2049,2019-08-21,07:35:37,10.4,< 1.5,,
2050,2019-08-21,07:35:51,9.8,< 1.5,,
2051,2019-08-21,07:36:04,10.4,< 1.5,,
2052,2019-08-21,07:36:17,10.3,< 1.5,,
2053,2019-08-21,07:36:31,10.0,< 1.5,,
2054,2019-08-21,07:36:44,9.8,< 1.5,,
2055,2019-08-21,07:36:57,9.2,< 1.5,,
2056,2019-08-21,07:37:11,9.3,< 1.5,,
2057,2019-08-21,07:37:24,9.0,< 1.5,,
2058,2019-08-21,07:37:37,10.1,< 1.5,,
2059,2019-08-21,07:37:51,9.5,< 1.5,,
2060,2019-08-21,07:38:04,9.4,< 1.5,,
2061,2019-08-21,07:38:17,9.8,< 1.5,,
2062,2019-08-21,07:38:31,9.4,< 1.5,,
2063,2019-08-21,07:38:44,9.6,< 1.5,,
2064,2019-08-21,07:38:57,10.0,< 1.5,,
2065,2019-08-21,07:39:11,9.4,< 1.5,,
2066,2019-08-21,07:39:24,9.0,< 1.5,,
2067,2019-08-21,07:39:37,9.3,< 1.5,,
2068,2019-08-21,07:39:51,9.0,< 1.5,,
2069,2019-08-21,07:40:04,9.6,< 1.5,,
2070,2019-08-21,07:40:17,9.4,< 1.5,,
2071,2019-08-21,07:40:31,9.5,< 1.5,,
2072,2019-08-21,07:40:44,9.6,< 1.5,,
2073,2019-08-21,07:40:57,10.2,< 1.5,,
2074,2019-08-21,07:41:11,9.4,< 1.5,,
2075,2019-08-21,07:41:24,10.1,< 1.5,,
2076,2019-08-21,07:41:37,9.5,< 1.5,,
2077,2019-08-21,07:41:51,9.4,< 1.5,,
2078,2019-08-21,07:42:04,9.3,< 1.5,,
2079,2019-08-21,07:42:17,9.8,< 1.5,,
2080,2019-08-21,07:42:31,9.6,< 1.5,,
2081,2019-08-21,07:42:44,9.8,< 1.5,,
2082,2019-08-21,07:42:57,9.7,< 1.5,,
2083,2019-08-21,07:43:11,9.5,< 1.5,,
2084,2019-08-21,07:43:24,10.5,< 1.5,,
2085,2019-08-21,07:43:37,9.9,< 1.5,,
2086,2019-08-21,07:43:51,9.8,< 1.5,,
2087,2019-08-21,07:44:04,10.0,< 1.5,,
2088,2019-08-21,07:44:17,9.9,< 1.5,,
2089,2019-08-21,07:44:31,9.4,< 1.5,,
2090,2019-08-21,07:44:44,9.1,< 1.5,,
2091,2019-08-21,07:44:57,10.5,< 1.5,,
2092,2019-08-21,07:45:11,10.2,< 1.5,,
2093,2019-08-21,07:45:24,10.0,< 1.5,,
2094,2019-08-21,07:45:37,9.8,< 1.5,,
2095,2019-08-21,07:45:51,9.5,< 1.5,,
2096,2019-08-21,07:46:04,10.3,< 1.5,,
2097,2019-08-21,07:46:17,9.9,< 1.5,,
2098,2019-08-21,07:46:31,9.7,< 1.5,,
2099,2019-08-21,07:46:44,10.0,< 1.5,,
2100,2019-08-21,07:46:57,10.2,< 1.5,,
2101,2019-08-21,07:47:11,10.3,< 1.5,,
2102,2019-08-21,07:47:24,10.9,< 1.5,,
2103,2019-08-21,07:47:38,10.6,< 1.5,,
2104,2019-08-21,07:47:51,10.5,< 1.5,,
2105,2019-08-21,07:48:04,10.3,< 1.5,,
2106,2019-08-21,07:48:18,10.8,< 1.5,,
2107,2019-08-21,07:48:31,10.3,< 1.5,,
2108,2019-08-21,07:48:44,10.2,< 1.5,,
2109,2019-08-21,07:48:58,9.7,< 1.5,,
2110,2019-08-21,07:49:11,9.9,< 1.5,,
2111,2019-08-21,07:49:24,9.9,< 1.5,,
2112,2019-08-21,07:49:38,10.1,< 1.5,,
2113,2019-08-21,07:49:51,10.5,< 1.5,,
2114,2019-08-21,07:50:04,10.1,< 1.5,,
2115,2019-08-21,07:50:18,9.6,< 1.5,,
2116,2019-08-21,07:50:31,10.3,< 1.5,,
2117,2019-08-21,07:50:44,9.6,< 1.5,,
2118,2019-08-21,07:50:58,9.7,< 1.5,,
2119,2019-08-21,07:51:11,10.0,< 1.5,,
2120,2019-08-21,07:51:24,9.8,< 1.5,,
2121,2019-08-21,07:51:38,9.5,< 1.5,,
2122,2019-08-21,07:51:51,9.5,< 1.5,,
2123,2019-08-21,07:52:04,10.0,< 1.5,,
2124,2019-08-21,07:52:18,9.9,< 1.5,,
2125,2019-08-21,07:52:31,9.9,< 1.5,,
2126,2019-08-21,07:52:44,10.1,< 1.5,,
2127,2019-08-21,07:52:58,10.2,< 1.5,,
2128,2019-08-21,07:53:11,10.0,< 1.5,,
2129,2019-08-21,07:53:24,10.1,< 1.5,,
2130,2019-08-21,07:53:38,10.6,< 1.5,,
2131,2019-08-21,07:53:51,11.0,< 1.5,,
2132,2019-08-21,07:54:04,10.6,< 1.5,,
2133,2019-08-21,07:54:17,10.5,< 1.5,,
2134,2019-08-21,07:54:31,9.9,< 1.5,,
2135,2019-08-21,07:54:44,9.3,< 1.5,,
2136,2019-08-21,07:54:58,9.9,< 1.5,,
2137,2019-08-21,07:55:11,10.7,< 1.5,,
2138,2019-08-21,07:55:24,10.5,< 1.5,,
2139,2019-08-21,07:55:38,9.8,< 1.5,,
2140,2019-08-21,07:55:51,11.6,< 1.5,,
2141,2019-08-21,07:56:04,11.1,< 1.5,,
2142,2019-08-21,07:56:18,11.1,< 1.5,,
2143,2019-08-21,07:56:31,12.1,< 1.5,,
2144,2019-08-21,07:56:45,9.9,< 1.5,,
2145,2019-08-21,07:56:58,10.4,< 1.5,,
2146,2019-08-21,07:57:11,11.0,< 1.5,,
2147,2019-08-21,07:57:25,9.9,< 1.5,,
2148,2019-08-21,07:57:38,10.7,< 1.5,,
2149,2019-08-21,07:57:52,10.5,< 1.5,,
2150,2019-08-21,07:58:05,10.3,< 1.5,,
2151,2019-08-21,07:58:18,10.9,< 1.5,,
2152,2019-08-21,07:58:32,10.2,< 1.5,,
2153,2019-08-21,07:58:45,11.0,< 1.5,,
2154,2019-08-21,07:58:58,10.9,< 1.5,,
2155,2019-08-21,07:59:11,10.8,< 1.5,,
2156,2019-08-21,07:59:25,11.1,< 1.5,,
2157,2019-08-21,07:59:38,11.3,< 1.5,,
2158,2019-08-21,07:59:52,10.0,< 1.5,,
2159,2019-08-21,08:00:05,10.2,< 1.5,,
2160,2019-08-21,08:00:18,9.9,< 1.5,,
2161,2019-08-21,08:00:32,10.0,< 1.5,,
2162,2019-08-21,08:00:45,10.3,< 1.5,,
2163,2019-08-21,08:00:58,9.8,< 1.5,,
2164,2019-08-21,08:01:12,10.0,< 1.5,,
2165,2019-08-21,08:01:25,12.7,1.5 ~ 3,,
2166,2019-08-21,08:01:38,11.2,< 1.5,,
2167,2019-08-21,08:01:52,10.4,< 1.5,,
2168,2019-08-21,08:02:05,10.8,< 1.5,,
2169,2019-08-21,08:02:18,10.7,< 1.5,,
2170,2019-08-21,08:02:31,10.6,< 1.5,,
2171,2019-08-21,08:02:45,10.8,< 1.5,,
2172,2019-08-21,08:02:58,10.1,< 1.5,,
2173,2019-08-21,08:03:11,10.7,< 1.5,,
2174,2019-08-21,08:03:25,10.2,< 1.5,,
2175,2019-08-21,08:03:38,10.4,< 1.5,,
2176,2019-08-21,08:03:52,9.6,< 1.5,,
2177,2019-08-21,08:04:05,10.6,< 1.5,,
2178,2019-08-21,08:04:18,10.0,< 1.5,,
2179,2019-08-21,08:04:32,9.9,< 1.5,,
2180,2019-08-21,08:04:45,9.9,< 1.5,,
2181,2019-08-21,08:04:58,10.9,< 1.5,,
2182,2019-08-21,08:05:12,10.6,< 1.5,,
2183,2019-08-21,08:05:25,9.9,< 1.5,,
2184,2019-08-21,08:05:38,10.2,< 1.5,,
2185,2019-08-21,08:05:51,9.6,< 1.5,,
2186,2019-08-21,08:06:05,10.1,< 1.5,,
2187,2019-08-21,08:06:18,10.4,< 1.5,,
2188,2019-08-21,08:06:31,10.3,< 1.5,,
2189,2019-08-21,08:06:45,10.7,< 1.5,,
2190,2019-08-21,08:06:58,10.6,< 1.5,,
2191,2019-08-21,08:07:11,10.6,< 1.5,,
2192,2019-08-21,08:07:25,10.8,< 1.5,,
2193,2019-08-21,08:07:38,11.8,< 1.5,,
2194,2019-08-21,08:07:51,10.7,< 1.5,,
2195,2019-08-21,08:08:05,11.4,< 1.5,,
2196,2019-08-21,08:08:18,10.5,< 1.5,,
2197,2019-08-21,08:08:31,10.2,< 1.5,,
2198,2019-08-21,08:08:45,10.6,< 1.5,,
2199,2019-08-21,08:08:58,11.1,< 1.5,,
2200,2019-08-21,08:09:12,10.5,< 1.5,,
2201,2019-08-21,08:09:25,10.5,< 1.5,,
2202,2019-08-21,08:09:38,10.6,< 1.5,,
2203,2019-08-21,08:09:51,10.8,< 1.5,,
2204,2019-08-21,08:10:05,10.7,< 1.5,,
2205,2019-08-21,08:10:18,11.2,< 1.5,,
2206,2019-08-21,08:10:32,10.6,< 1.5,,
2207,2019-08-21,08:10:45,10.5,< 1.5,,
2208,2019-08-21,08:10:58,10.3,< 1.5,,
2209,2019-08-21,08:11:12,10.4,< 1.5,,
2210,2019-08-21,08:11:25,10.6,< 1.5,,
2211,2019-08-21,08:11:38,11.3,< 1.5,,
